sam.id,sam.proc.date,lab.proc.date,ufn,semsp.no,year,month,day,location,region,site,species,species.no,stomtray,forklength,fishweight,dry.content.w,wet.content.w,corrected.ww,fullness.cat,fullness.mean,fullness.est,phylum,class,order,infraorder,family,genus,species,plot.taxon,plot.taxon.g,plot.taxon.d,labID,life.stage,sex,DI,count,size,length.min,length.max,length.avg,group.weight,corrected.weight,comment,dylan.proc ,overnight
14,2017-07-11,2015-10-21,U220,2015-06-05-D07-SO-04,2015,6,5,DI,Central,D07,SO,4,10,104,11.9,NA,94.4,145.376,76-100,87.50,80,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle  ,Barnacle  ,Barnacle,Cyprid,NA,NA,2,1,<1,0.86,0.86,0.86,0,0,wet content weight was actually quite dry still from ethanol,N,N
14,2017-07-11,2015-10-21,U220,2015-06-05-D07-SO-04,2015,6,5,DI,Central,D07,SO,4,10,104,11.9,NA,94.4,145.376,76-100,87.50,80,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle  ,Barnacle  ,Barnacle,Cyprid,NA,NA,3,2,<1,0.51,0.55,0.53,0,0,wet content weight was actually quite dry still from ethanol,N,N
14,2017-07-11,2015-10-21,U220,2015-06-05-D07-SO-04,2015,6,5,DI,Central,D07,SO,4,10,104,11.9,NA,94.4,145.376,76-100,87.50,80,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,NA,57.2,88.088,wet content weight was actually quite dry still from ethanol,N,N
14,2017-07-11,2015-10-21,U220,2015-06-05-D07-SO-04,2015,6,5,DI,Central,D07,SO,4,10,104,11.9,NA,94.4,145.376,76-100,87.50,80,Arthropoda,Malacostraca,Amphipoda,NA,Hyperiidae,NA,NA,Amphipoda,Amphipod ,Hyperiidae,Hyperiid amphipod,NA,NA,3,1,<1,0.8,0.8,0.80,0,0,wet content weight was actually quite dry still from ethanol,N,N
14,2017-07-11,2015-10-21,U220,2015-06-05-D07-SO-04,2015,6,5,DI,Central,D07,SO,4,10,104,11.9,NA,94.4,145.376,76-100,87.50,80,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Copelata,Larvacean,Oikopleura,Oikopleura,NA,NA,3,95,2-5,0.46,0.8,2.48,9.8,15.092,wet content weight was actually quite dry still from ethanol,N,N
14,2017-07-11,2015-10-21,U220,2015-06-05-D07-SO-04,2015,6,5,DI,Central,D07,SO,4,10,104,11.9,NA,94.4,145.376,76-100,87.50,80,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Copelata,Larvacean,Oikopleura,Oikopleura,NA,NA,4,1456,2-5,0.46,0.8,2.48,170.1,261.954,wet content weight was actually quite dry still from ethanol,N,N
14,2017-07-11,2015-10-21,U220,2015-06-05-D07-SO-04,2015,6,5,DI,Central,D07,SO,4,10,104,11.9,NA,94.4,145.376,76-100,87.50,80,Arthropoda,Branchiopoda,Diplostraca,Cladocera,Podonidae,NA,NA,Diplostraca,Cladoceran,Podonidae,Podon,NA,NA,3,7,<1,0.4,0.54,0.47,0,0,wet content weight was actually quite dry still from ethanol,N,N
15,2017-07-16,2015-10-21,U222,2015-06-05-D07-SO-07,2015,6,5,DI,Central,D07,SO,7,10,109,14,NA,52.2,80.388,51-75,62.50,55,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,NA,Amphipoda,Amphipod ,Digested amphipod,Amphipod,NA,NA,4,4,5-10,7.58,8.2,7.89,24.9,38.346,see photo SEMSP_unknownAmphipod. Longer stomach segment was cut open. Ethanol filtered to aquire all matter in case stomach contents had come out.,N,N
15,2017-07-16,2015-10-21,U222,2015-06-05-D07-SO-07,2015,6,5,DI,Central,D07,SO,7,10,109,14,NA,52.2,80.388,51-75,62.50,55,Arthropoda,Malacostraca,Amphipoda,NA,NA,NA,NA,Amphipoda,Amphipod ,Digested amphipod,Amphipod,NA,NA,4,1,1-2,1.6,1.6,1.60,0,0,see photo SEMSP_unknownAmphipod. Longer stomach segment was cut open. Ethanol filtered to aquire all matter in case stomach contents had come out.,N,N
15,2017-07-16,2015-10-21,U222,2015-06-05-D07-SO-07,2015,6,5,DI,Central,D07,SO,7,10,109,14,NA,52.2,80.388,51-75,62.50,55,Arthropoda,Maxillopoda,Poecilostomatoida,NA,Corycaeidae,Corycaeus,NA,Poecilostomatoida,Other,Corycaeus,Corycaeus,NA,NA,2,2,<1,0.82,0.98,0.90,0,0,Longer stomach segment was cut open. Ethanol filtered to aquire all matter in case stomach contents had come out.,N,N
15,2017-07-16,2015-10-21,U222,2015-06-05-D07-SO-07,2015,6,5,DI,Central,D07,SO,7,10,109,14,NA,52.2,80.388,51-75,62.50,55,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,NA,22.2,34.188,Longer stomach segment was cut open. Ethanol filtered to aquire all matter in case stomach contents had come out.,N,N
15,2017-07-16,2015-10-21,U222,2015-06-05-D07-SO-07,2015,6,5,DI,Central,D07,SO,7,10,109,14,NA,52.2,80.388,51-75,62.50,55,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA,NA,Euphausiacea,Euphausiid,Euphausiidae,Euphausiid,NA,NA,4,1,5-10,NA,NA,NA,11.6,17.864,Tail only. Longer stomach segment was cut open. Ethanol filtered to aquire all matter in case stomach contents had come out.,N,N
15,2017-07-16,2015-10-21,U222,2015-06-05-D07-SO-07,2015,6,5,DI,Central,D07,SO,7,10,109,14,NA,52.2,80.388,51-75,62.50,55,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Copelata,Larvacean,Oikopleura,Oikopleura,mature,NA,1,1,2-5,1.01,1.01,4.31,0,0,length of head only. Longer stomach segment was cut open. Ethanol filtered to aquire all matter in case stomach contents had come out.,N,N
15,2017-07-16,2015-10-21,U222,2015-06-05-D07-SO-07,2015,6,5,DI,Central,D07,SO,7,10,109,14,NA,52.2,80.388,51-75,62.50,55,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Copelata,Larvacean,Oikopleura,Oikopleura,NA,NA,3,2,5-10,1,1.44,5.33,0,0,length of head only. Longer stomach segment was cut open. Ethanol filtered to aquire all matter in case stomach contents had come out.,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle  ,Barnacle  ,Barnacle,Barnacle Nauplius,NA,NA,2,3,<1,0.38,0.52,0.45,0,0,,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoida,Calanoid copepod,Digested calanoid,Calanoid,NA,NA,2,1,1-2,1.03,1.03,1.03,0,0,,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoida,Calanoid copepod,Digested calanoid,Calanoid,NA,NA,3,1,2-5,3.33,3.33,3.33,0,0,,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoida,Calanoid copepod,Digested calanoid,Calanoid,NA,NA,4,1,2-5,3.2,3.2,3.20,0,0,,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle  ,Barnacle  ,Barnacle,Cyprid,NA,NA,1,3,<1,0.68,0.86,0.77,0,0,,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,NA,45,69.3,,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,Euphausia,NA,Euphausiacea,Euphausiid,Euphausiidae,Euphausia,furcilia,NA,4,4,5-10,NA,NA,NA,38.7,59.598,,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,Euphausia,pacifica,Euphausiacea,Euphausiid,Euphausiidae,Euphausia pacifica,furcilia,NA,2,2,5-10,6.13,7.61,6.87,27.3,42.042,,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,Euphausia,pacifica,Euphausiacea,Euphausiid,Euphausiidae,Euphausia pacifica,furcilia,NA,3,2,5-10,6.13,7.61,6.87,16.6,25.564,,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,Arthropoda,Malacostraca,Amphipoda,Physocephelata,Hyperiidae,Hyperia,NA,Amphipoda,Amphipod ,Hyperiidae,Hyperia,NA,NA,1,4,5-10,5.18,5.55,5.37,8.1,12.474,178.6,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,Arthropoda,Malacostraca,Amphipoda,Physocephelata,Hyperiidae,Hyperia,NA,Amphipoda,Amphipod ,Hyperiidae,Hyperia,NA,NA,1,1,2-5,4.66,4.66,4.66,1.2,1.848,,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,Arthropoda,Malacostraca,Amphipoda,Physocephelata,Hyperiidae,Hyperia,NA,Amphipoda,Amphipod ,Hyperiidae,Hyperia,NA,NA,2,5,5-10,5.16,5.86,5.51,11.4,17.556,,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,Arthropoda,Malacostraca,Amphipoda,Physocephelata,Hyperiidae,Hyperia,NA,Amphipoda,Amphipod ,Hyperiidae,Hyperia,NA,NA,2,2,2-5,4.56,4.67,4.62,3.9,6.006,,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,Arthropoda,Malacostraca,Amphipoda,Physocephelata,Hyperiidae,Hyperia,NA,Amphipoda,Amphipod ,Hyperiidae,Hyperia,NA,NA,3,1,5-10,5.87,5.87,5.87,2.7,4.158,,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,Arthropoda,Malacostraca,Amphipoda,Physocephelata,Hyperiidae,Hyperia,NA,Amphipoda,Amphipod ,Hyperiidae,Hyperia,NA,NA,3,6,2-5,4.5,4.9,4.70,8.9,13.706,,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,Arthropoda,Malacostraca,Amphipoda,Physocephelata,Hyperiidae,NA,NA,Amphipoda,Amphipod ,Hyperiidae,Hyperiid amphipod,NA,NA,1,1,2-5,2.45,2.45,2.45,0.4,0.616,,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,Arthropoda,Malacostraca,Amphipoda,Physocephelata,Hyperiidae,NA,NA,Amphipoda,Amphipod ,Hyperiidae,Hyperiid amphipod,NA,NA,2,1,2-5,3.21,3.21,3.21,1.3,2.002,,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,Arthropoda,Malacostraca,Amphipoda,Physocephelata,Hyperiidae,NA,NA,Amphipoda,Amphipod ,Hyperiidae,Hyperiid amphipod,NA,NA,4,1,2-5,NA,NA,NA,0.9,1.386,,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Copelata,Larvacean,Oikopleura,Oikopleura,Mature,NA,1,12,2-5,0.67,1.08,3.66,0.6,0.924,sizes are just heads. Head and tail measures ~3.12mm,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Copelata,Larvacean,Oikopleura,Oikopleura,NA,NA,2,52,2-5,0.67,1.08,3.66,3.7,5.698,sizes are just heads. Head and tail measures ~3.12mm,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,Arthropoda,Maxillopoda,Calanoida,NA,Euchaetidae,Paraeuchaeta,norvegica,Calanoida,Calanoid copepod,Paraeuchaeta,Paraeuchata norvegica,C6,F,2,1,2-5,4.27,4.27,4.27,0.9,1.386,had a long strand off of caudal ramii that was 3.33mm long,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,Arthropoda,Malacostraca,Decapoda,Brachyura,Pinnotheridae,NA,NA,Decapoda,Decapod ,Pinnotheridae,Pinnotheridae,NA,NA,1,1,1-2,1.71,1.71,1.71,1.6,2.464,length is widest section of carapace,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,Arthropoda,Branchiopoda,Diplostraca,Cladocera,Podonidae,NA,NA,Diplostraca,Cladoceran,Podonidae,Podon,NA,NA,2,2,<1,0.5,0.63,0.57,0,0,,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,Arthropoda,Malacostraca,Amphipoda,Physocephelata,Phrosinidae,Primno,NA,Amphipoda,Amphipod ,Phrosinidae,Primno,NA,NA,2,1,5-10,6.91,6.91,6.91,5.4,8.316,,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,Arthropoda,Malacostraca,Amphipoda,Physocephelata,Hyperiidae,Themisto,pacifica,Amphipoda,Amphipod ,Hyperiidae,Themisto pacifica,NA,NA,1,4,2-5,2.93,7.96,5.45,4,6.16,,N,N
12,2017-07-05,2015-10-21,U242,2015-06-05-D07-SO-10,2015,6,5,DI,Central,D07,SO,10,9,119,19.3,NA,244.6,376.684,76-100,87.50,85,Arthropoda,Malacostraca,Amphipoda,Physocephelata,Hyperiidae,Themisto,pacifica,Amphipoda,Amphipod ,Hyperiidae,Themisto pacifica,NA,NA,2,1,2-5,2.63,0.83,1.73,1.8,2.772,,N,N
11,2017-07-03,2015-10-21,U244,2015-06-05-D07-SO-03,2015,6,5,DI,Central,D07,SO,3,9,115,17.6,NA,122.2,188.188,51-75,62.50,70,Arthropoda,Maxillopoda,NA,NA,NA,NA,NA,Barnacle  ,Barnacle  ,Barnacle,Barnacle nauplius,NA,NA,1,1,<1,0.43,0.43,0.43,0,0,,N,N
11,2017-07-03,2015-10-21,U244,2015-06-05-D07-SO-03,2015,6,5,DI,Central,D07,SO,3,9,115,17.6,NA,122.2,188.188,51-75,62.50,70,Arthropoda,Malacostraca,Decapoda,Brachyura,NA,NA,NA,Decapoda,Decapod ,Brachyura,Brachyura,megalopa,NA,3,1,2-5,2.71,2.71,2.71,1.8,2.772,,N,N
11,2017-07-03,2015-10-21,U244,2015-06-05-D07-SO-03,2015,6,5,DI,Central,D07,SO,3,9,115,17.6,NA,122.2,188.188,51-75,62.50,70,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoida,Calanoid copepod,Digested calanoid,Calanoid,NA,NA,4,1,2-5,2.7,2.7,2.70,0.1,0.154,,N,N
11,2017-07-03,2015-10-21,U244,2015-06-05-D07-SO-03,2015,6,5,DI,Central,D07,SO,3,9,115,17.6,NA,122.2,188.188,51-75,62.50,70,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,NA,Decapoda,Decapod ,Digested decapod,Decapod,NA,NA,4,1,2-5,NA,NA,NA,0,0,,N,N
11,2017-07-03,2015-10-21,U244,2015-06-05-D07-SO-03,2015,6,5,DI,Central,D07,SO,3,9,115,17.6,NA,122.2,188.188,51-75,62.50,70,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,NA,42,64.68,,N,N
11,2017-07-03,2015-10-21,U244,2015-06-05-D07-SO-03,2015,6,5,DI,Central,D07,SO,3,9,115,17.6,NA,122.2,188.188,51-75,62.50,70,Arthropoda,Malacostraca,Decapoda,Brachyura,Grapsidae,NA,NA,Decapoda,Decapod ,Grapsidae,Grapsidae,NA,NA,3,1,2-5,2.89,2.89,2.89,0.9,1.386,,N,N
11,2017-07-03,2015-10-21,U244,2015-06-05-D07-SO-03,2015,6,5,DI,Central,D07,SO,3,9,115,17.6,NA,122.2,188.188,51-75,62.50,70,Arthropoda,Malacostraca,Decapoda,Brachyura,Grapsidae,NA,NA,Decapoda,Decapod ,Grapsidae,Grapsidae,NA,NA,3,1,1-2,1.83,1.83,1.83,0,0,,N,N
11,2017-07-03,2015-10-21,U244,2015-06-05-D07-SO-03,2015,6,5,DI,Central,D07,SO,3,9,115,17.6,NA,122.2,188.188,51-75,62.50,70,Arthropoda,Malacostraca,Amphipoda,NA,Hyperiidae,NA,NA,Amphipoda,Amphipod ,Hyperiidae,Hyperiid amphipod,NA,NA,4,1,5-10,6.26,6.26,6.26,2.5,3.85,,N,N
11,2017-07-03,2015-10-21,U244,2015-06-05-D07-SO-03,2015,6,5,DI,Central,D07,SO,3,9,115,17.6,NA,122.2,188.188,51-75,62.50,70,Arthropoda,Malacostraca,Amphipoda,NA,Hyperiidae,NA,NA,Amphipoda,Amphipod ,Hyperiidae,Hyperiid amphipod,NA,NA,3,1,2-5,3.24,3.24,3.24,1.2,1.848,,N,N
11,2017-07-03,2015-10-21,U244,2015-06-05-D07-SO-03,2015,6,5,DI,Central,D07,SO,3,9,115,17.6,NA,122.2,188.188,51-75,62.50,70,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Copelata,Larvacean,Oikopleura,Oikopleura,Mature,NA,2,198,2-5,0.62,0.84,2.96,17.1,26.334,,N,N
11,2017-07-03,2015-10-21,U244,2015-06-05-D07-SO-03,2015,6,5,DI,Central,D07,SO,3,9,115,17.6,NA,122.2,188.188,51-75,62.50,70,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Copelata,Larvacean,Oikopleura,Oikopleura,Immature,NA,3,288,2-5,0.62,0.84,2.96,22.3,34.342,,N,N
11,2017-07-03,2015-10-21,U244,2015-06-05-D07-SO-03,2015,6,5,DI,Central,D07,SO,3,9,115,17.6,NA,122.2,188.188,51-75,62.50,70,Chordata,Appendicularia,Copelata,NA,Oikopleuridae,Oikopleura,NA,Copelata,Larvacean,Oikopleura,Oikopleura,NA,NA,4,400,2-5,NA,NA,NA,49.7,76.538,,N,N
16,2017-07-16,2015-10-27,U266,2015-06-04-D06-SO-06,2015,6,4,DI,West,D06,SO,6,11,108,14.1,NA,153.1,235.774,76-100,87.50,80,Arthropoda,Maxillopoda,Calanoida,NA,NA,NA,NA,Calanoida,Calanoid copepod,Digested calanoid,Calanoid,NA,NA,4,14,2-5,NA,NA,NA,6.9,10.626,,N,N
16,2017-07-16,2015-10-27,U266,2015-06-04-D06-SO-06,2015,6,4,DI,West,D06,SO,6,11,108,14.1,NA,153.1,235.774,76-100,87.50,80,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoida,Calanoid copepod,Calanus,Calanus marshallae,NA,NA,1,6,2-5,3.29,3.95,3.62,5.2,8.008,,N,N
16,2017-07-16,2015-10-27,U266,2015-06-04-D06-SO-06,2015,6,4,DI,West,D06,SO,6,11,108,14.1,NA,153.1,235.774,76-100,87.50,80,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoida,Calanoid copepod,Calanus,Calanus marshallae,NA,NA,2,14,2-5,3.15,3.45,3.30,11.6,17.864,,N,N
16,2017-07-16,2015-10-27,U266,2015-06-04-D06-SO-06,2015,6,4,DI,West,D06,SO,6,11,108,14.1,NA,153.1,235.774,76-100,87.50,80,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,marshallae,Calanoida,Calanoid copepod,Calanus,Calanus marshallae,NA,NA,3,11,2-5,3.15,3.45,3.30,6.2,9.548,,N,N
16,2017-07-16,2015-10-27,U266,2015-06-04-D06-SO-06,2015,6,4,DI,West,D06,SO,6,11,108,14.1,NA,153.1,235.774,76-100,87.50,80,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,pacificus,Calanoida,Calanoid copepod,Calanus,Calanus pacificus,NA,NA,1,2,2-5,2.8,2.98,2.89,0.9,1.386,,N,N
16,2017-07-16,2015-10-27,U266,2015-06-04-D06-SO-06,2015,6,4,DI,West,D06,SO,6,11,108,14.1,NA,153.1,235.774,76-100,87.50,80,Arthropoda,Maxillopoda,Calanoida,NA,Calanidae,Calanus,pacificus,Calanoida,Calanoid copepod,Calanus,Calanus pacificus,NA,NA,2,1,2-5,2.8,2.8,2.80,0.6,0.924,,N,N
16,2017-07-16,2015-10-27,U266,2015-06-04-D06-SO-06,2015,6,4,DI,West,D06,SO,6,11,108,14.1,NA,153.1,235.774,76-100,87.50,80,Arthropoda,Maxillopoda,Calanoida,NA,Centropagidae,Centropages,abdominalis,Calanoida,Calanoid copepod,Centropages,Centropages abdominales,NA,M,2,1,1-2,1.6,1.6,1.60,0,0,,N,N
16,2017-07-16,2015-10-27,U266,2015-06-04-D06-SO-06,2015,6,4,DI,West,D06,SO,6,11,108,14.1,NA,153.1,235.774,76-100,87.50,80,Chaetognatha,NA,NA,NA,NA,NA,NA,Chaetognatha,Other,Chaetognatha,Chaetognatha,NA,NA,3,5,>10,10.59,16.5,13.55,5.1,7.854,,N,N
16,2017-07-16,2015-10-27,U266,2015-06-04-D06-SO-06,2015,6,4,DI,West,D06,SO,6,11,108,14.1,NA,153.1,235.774,76-100,87.50,80,Chaetognatha,NA,NA,NA,NA,NA,NA,Chaetognatha,Other,Chaetognatha,Chaetognatha,NA,NA,4,5,>10,10.59,16.5,13.55,3.6,5.544,,N,N
16,2017-07-16,2015-10-27,U266,2015-06-04-D06-SO-06,2015,6,4,DI,West,D06,SO,6,11,108,14.1,NA,153.1,235.774,76-100,87.50,80,NA,NA,NA,NA,NA,NA,NA,Digested,Digested,Digested,Digested,NA,NA,5,NA,NA,NA,NA,NA,29.3,45.122,,N,N
16,2017-07-16,2015-10-27,U266,2015-06-04-D06-SO-06,2015,6,4,DI,West,D06,SO,6,11,108,14.1,NA,153.1,235.774,76-100,87.50,80,Arthropoda,Malacostraca,Euphausiacea,NA,Euphausiidae,Euphausia,NA,Euphausiacea,Euphausiid,Euphausiidae,Euphausia,NA,NA,3,1,5-10,7.8,7.8,7.80,4.9,7.546,,N,N
16,2017-07-16,2015-10-27,U266,2015-06-04-D06-SO-06,2015,6,4,DI,West,D06,SO,6,11,108,14.1,NA,153.1,235.774,76-100,87.50,80,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA,NA,Euphausiacea,Euphausiid,Euphausiidae,Euphausiid,NA,NA,4,2,5-10,NA,NA,NA,4.2,6.468,,N,N
16,2017-07-16,2015-10-27,U266,2015-06-04-D06-SO-06,2015,6,4,DI,West,D06,SO,6,11,108,14.1,NA,153.1,235.774,76-100,87.50,80,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA,NA,Euphausiacea,Euphausiid,Euphausiidae,Euphausiid,NA,NA,4,1,>10,10.8,10.8,10.80,6.5,10.01,,N,N
16,2017-07-16,2015-10-27,U266,2015-06-04-D06-SO-06,2015,6,4,DI,West,D06,SO,6,11,108,14.1,NA,153.1,235.774,76-100,87.50,80,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA,NA,Euphausiacea,Euphausiid,Euphausiidae,Euphausiid calytopsis,calytopis,NA,2,4,2-5,2.57,2.81,2.69,0.3,0.462,,N,N
16,2017-07-16,2015-10-27,U266,2015-06-04-D06-SO-06,2015,6,4,DI,West,D06,SO,6,11,108,14.1,NA,153.1,235.774,76-100,87.50,80,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA,NA,Euphausiacea,Euphausiid,Euphausiidae,Euphausiid furcilia,furcilia,NA,2,2,5-10,5.12,5.4,5.26,1.6,2.464,,N,N
16,2017-07-16,2015-10-27,U266,2015-06-04-D06-SO-06,2015,6,4,DI,West,D06,SO,6,11,108,14.1,NA,153.1,235.774,76-100,87.50,80,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA,NA,Euphausiacea,Euphausiid,Euphausiidae,Euphausiid furcilia,furcilia,NA,2,7,2-5,3.2,4.44,3.82,1.9,2.926,,N,N
16,2017-07-16,2015-10-27,U266,2015-06-04-D06-SO-06,2015,6,4,DI,West,D06,SO,6,11,108,14.1,NA,153.1,235.774,76-100,87.50,80,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA,NA,Euphausiacea,Euphausiid,Euphausiidae,Euphausiid furcilia,furcilia,NA,3,1,2-5,5.87,5.87,5.87,1,1.54,,N,N
16,2017-07-16,2015-10-27,U266,2015-06-04-D06-SO-06,2015,6,4,DI,West,D06,SO,6,11,108,14.1,NA,153.1,235.774,76-100,87.50,80,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA,NA,Euphausiacea,Euphausiid,Euphausiidae,Euphausiid furcilia,furcilia,NA,3,3,2-5,3.2,4.44,3.82,1,1.54,,N,N
16,2017-07-16,2015-10-27,U266,2015-06-04-D06-SO-06,2015,6,4,DI,West,D06,SO,6,11,108,14.1,NA,153.1,235.774,76-100,87.50,80,Arthropoda,Malacostraca,Euphausiacea,NA,NA,NA,NA,Euphausiacea,Euphausiid,Euphausiidae,Euphausiid furcilia,furcilia,NA,4,3,2-5,3.2,4.44,3.82,0.5,0.77,,N,N
